Year,निर्वाचित पद,जनपद,घोषित परिणाम,निर्विरोध निर्वाचित,विकास खण्‍ड,ग्राम पंचायत,आरक्षण स्थिति,विजयी प्रत्‍याशी का नाम,चुनाव चिन्‍ह,प्राप्‍त मत,प्रथम रनर अप प्रत्‍याशी का नाम,चुनाव चिन्‍ह.1,प्राप्‍त मत.1,मतों का अन्‍तर,क्षेत्र पंचायत वाडॅ,जिला पंचायत वाडॅ,क्रमांक,अभ्‍यर्थी का नाम,पिता/पति का नाम,चुनाव चिन्‍ह.2,प्राप्‍त मत.2
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,औरंगाबाद,महिला,सन्‍तोष,आईस्‍क्रीम,954,नीलम चौहान,अनाज की बालियां,842,112,,,1,नीलम चौहान,चरण सिंह,अनाज की बालियां,842
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,औरंगाबाद,महिला,सन्‍तोष,आईस्‍क्रीम,954,नीलम चौहान,अनाज की बालियां,842,112,,,2,रूबी,अरविन्‍द,अनानास,432
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,औरंगाबाद,महिला,सन्‍तोष,आईस्‍क्रीम,954,नीलम चौहान,अनाज की बालियां,842,112,,,3,सन्‍तोष,जयपाल सिंह,आईस्‍क्रीम,954
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,खालाटीरा,अन्य पि0वर्ग,सुरेन्‍द्र सिंह,कार,593,वेदपाल सिंह,इमली,451,142,,,1,अमर जीत सिंह,किरण सिंह,अनाज की बालियां,3
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,खालाटीरा,अन्य पि0वर्ग,सुरेन्‍द्र सिंह,कार,593,वेदपाल सिंह,इमली,451,142,,,2,कान्‍ता देवी,मेघपाल सिंह,अनानास,14
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,खालाटीरा,अन्य पि0वर्ग,सुरेन्‍द्र सिंह,कार,593,वेदपाल सिंह,इमली,451,142,,,3,चरण सिंह,नकली राम,आईस्‍क्रीम,356
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,खालाटीरा,अन्य पि0वर्ग,सुरेन्‍द्र सिंह,कार,593,वेदपाल सिंह,इमली,451,142,,,4,वेदपाल सिंह,केहर सिंह,इमली,451
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,खालाटीरा,अन्य पि0वर्ग,सुरेन्‍द्र सिंह,कार,593,वेदपाल सिंह,इमली,451,142,,,5,सुरेन्‍द्र सिंह,बिसम्‍बर सिंह,कार,593
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,खालाटीरा,अन्य पि0वर्ग,सुरेन्‍द्र सिंह,कार,593,वेदपाल सिंह,इमली,451,142,,,6,संजय सिंह,बिसम्‍बर सिंह,किताब,5
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,1,अतर कली,अतर सिंह,अनाज की बालियां,50
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,2,कुसुम,ब्रहमपाल,अनानास,35
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,3,नीलम,विजयपाल,आईस्‍क्रीम,25
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,4,पाल्‍ली,किशोरी,इमली,23
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,5,प्रेमला,मुन्‍नीलाल,कार,6
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,6,फूलमती,जगपाल,किताब,8
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,7,शिशो देवी,लाल सिंह,कैमरा,46
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,8,शिक्षा,धीर सिंह,कैरम बोर्ड,412
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,जसवावाला,अनु0जाति महिला,सुरेशना,कोट,570,शिक्षा,कैरम बोर्ड,412,158,,,9,सुरेशना,देशराज,कोट,570
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मीरपुरमुवाजपुर,महिला,राजेश,अनाज की बालियां,962,सर्वेश,अनानास,830,132,,,1,राजेश,कालूराम,अनाज की बालियां,962
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मीरपुरमुवाजपुर,महिला,राजेश,अनाज की बालियां,962,सर्वेश,अनानास,830,132,,,2,सर्वेश,श्रवण,अनानास,830
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,1,अमर पाल,फूल सिंह,अनाज की बालियां,6
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,2,इकबाल,यामीन,अनानास,84
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,3,उमेश पुरी,रघुवीर पुरी,आईस्‍क्रीम,52
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,4,कबूल,कल्‍लू,इमली,4
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,5,खलील अहमद,सरीफ,कार,89
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,6,पवन लाल,श्‍यामलाल,किताब,358
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,7,फुरकान,नाजर,कैमरा,62
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,8,महबूब,जिवणा,कैरम बोर्ड,46
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,9,मुन्‍नी देवी,ओमप्रकाश,कोट,18
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,10,मोहनपुरी,घनश्‍याम पुरी,गले का हार,19
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,11,राजेन्‍द्र,प्रकाश पाल,गेंद,414
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,12,बिजेन्‍द्र पुरी,कबूल पुरी,घण्‍टी,98
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,13,सतीश पुरी,सुरमूना पुरी,चारपाई,79
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,पूरणपुरसाल्हापुर,अन्य पि0वर्ग,राजेन्‍द्र,गेंद,414,पवन लाल,किताब,358,56,,,14,साजिद,जमील,चूडियां,100
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,1,कविता,नितिन गुडडू,अनाज की बालियां,36
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,2,पाल्‍ली,महेन्‍द्र,अनानास,882
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,3,बाला,हरि सिंह,आईस्‍क्रीम,382
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,4,बालेश,ऋषिपाल,इमली,35
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,5,मधुबाला,राजपाल सिंह,कार,397
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,6,मुन्‍नी,तेलूराम,किताब,26
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,7,मंगला,जयप्रकाश,कैमरा,29
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,8,रश्मि,प्रविन्‍दर,कैरम बोर्ड,5
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,9,राजेश्‍वरी,पहल सिंह,कोट,16
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,10,रीता देवी,मांगेराम,गले का हार,29
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,11,श्‍यामो देवी,शिव कुमार,गेंद,977
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,12,संजोग,पृथ्‍वी सिंह,घण्‍टी,11
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,तेल्लीवाला,अनु0जाति महिला,श्‍यामो देवी,गेंद,977,पाल्‍ली,अनानास,882,95,,,13,संसार वती,रविन्‍द्र,चारपाई,38
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,1,कविता,सोमराज,अनाज की बालियां,204
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,2,किरण,राकेश,अनानास,261
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,3,जुबैदा,मंगता,आईस्‍क्रीम,211
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,4,जुबैदा,रियाज,इमली,25
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,5,दिलशाना उर्फ साबरा,भूरा हसन,कार,259
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,6,निशा,सलीम,किताब,179
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,7,फातमा,मन्‍सूर,कैमरा,18
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,8,मितलेश रानी,राजकुमार,कैरम बोर्ड,39
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,9,मोमिना,बून्‍दू,कोट,470
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,10,रेशमा,वाजिद,गले का हार,99
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,हजाराग्रन्ट,अन्य पि0वर्ग महिला,मोमिना,कोट,470,किरण,अनानास,261,209,,,11,शबनम,दिलशाद,गेंद,100
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,1,अजब सिंह,रामसिंह,अनाज की बालियां,661
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,2,चमनदेई,रवि कुमार,अनानास,317
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,3,तिलकराम,किशन पाल,आईस्‍क्रीम,175
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,4,तेल्‍लूराम,सिमक,इमली,500
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,5,निन्‍हासिंह,मक्‍खन,कार,50
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,6,बलवन्‍त,संगत,किताब,32
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,7,बहाल सिंह,फुल्‍लू सिंह,कैमरा,57
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,8,मांगेराम,कन्‍टूराम,कैरम बोर्ड,80
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,9,मांगेराम,तुंगल राम,कोट,509
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,10,रणधीर सिंह,चुहड सिंह,गले का हार,15
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,11,सतीश कुमार,जगदीश प्रसाद,गेंद,510
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,12,सोमपाल,चमन सिंह,घण्‍टी,37
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,कोटामुरादनगर,अनु0जाति,अजब सिंह,अनाज की बालियां,661,सतीश कुमार,गेंद,510,151,,,13,त्रि‍लोक सिंह,,चारपाई,2
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालामजबत्ता,अनारक्षित,निर्मल सिंह,अनानास,381,हरनेक सिंह,कार,371,10,,,1,जगीर सिंह,करतार सिंह,अनाज की बालियां,31
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालामजबत्ता,अनारक्षित,निर्मल सिंह,अनानास,381,हरनेक सिंह,कार,371,10,,,2,निर्मल सिंह,मोहकम सिंह,अनानास,381
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालामजबत्ता,अनारक्षित,निर्मल सिंह,अनानास,381,हरनेक सिंह,कार,371,10,,,3,रणधीर सिंह,करतार सिंह,आईस्‍क्रीम,13
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालामजबत्ता,अनारक्षित,निर्मल सिंह,अनानास,381,हरनेक सिंह,कार,371,10,,,4,सत्‍यपाल सिंह,करतार सिंह,इमली,12
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालामजबत्ता,अनारक्षित,निर्मल सिंह,अनानास,381,हरनेक सिंह,कार,371,10,,,5,हरनेक सिंह,मक्‍खन सिंह,कार,371
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,1,अनुराधा,सतेन्‍द्र,अनाज की बालियां,31
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,2,ओमवती,राजकुमार,अनानास,31
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,3,गीता,रामनाथ,आईस्‍क्रीम,31
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,4,बबीता,प्रीतम सिंह,इमली,80
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,5,मीनू देवी,कंवर सिंह,कार,18
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,6,मुकेश,मांगेराम,किताब,40
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,7,रामप्‍यारी,प्रकाशचन्‍द,कैमरा,54
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,8,संगीता,संजय कुमार,कैरम बोर्ड,44
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवाला खुर्द,अन्य पि0वर्ग महिला,सुमन,कोट,334,बबीता,इमली,80,254,,,9,सुमन,बिजेनद्र,कोट,334
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालाकला,अन्य पि0वर्ग महिला,शिखा,कार,568,बबीता,आईस्‍क्रीम,534,34,,,1,नूतन,विष्‍णु दत्‍त,अनाज की बालियां,6
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालाकला,अन्य पि0वर्ग महिला,शिखा,कार,568,बबीता,आईस्‍क्रीम,534,34,,,2,प्रेमो,अ‍तरसिंह,अनानास,20
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालाकला,अन्य पि0वर्ग महिला,शिखा,कार,568,बबीता,आईस्‍क्रीम,534,34,,,3,बबीता,ओमपाल,आईस्‍क्रीम,534
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालाकला,अन्य पि0वर्ग महिला,शिखा,कार,568,बबीता,आईस्‍क्रीम,534,34,,,4,मेमो,अजब सिंह,इमली,5
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालाकला,अन्य पि0वर्ग महिला,शिखा,कार,568,बबीता,आईस्‍क्रीम,534,34,,,5,शिखा,प्रेम सिंह,कार,568
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,डालूवालाकला,अन्य पि0वर्ग महिला,शिखा,कार,568,बबीता,आईस्‍क्रीम,534,34,,,6,सुनीता,सुखदेव,किताब,26
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,1,जगदीश,रकम सिंह,अनाज की बालियां,250
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,2,धर्म सिंह,जयसिंह,अनानास,202
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,3,धूम सिंह,साधुराम,आईस्‍क्रीम,58
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,4,बिरमा,कुन्‍दन,इमली,39
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,5,रमेश कुमार,रामशरपा,कार,222
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,6,रामदास,नत्‍थू,किताब,157
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,7,श्‍यामकुमार,समय सिंह,कैमरा,57
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,8,सलेखचन्‍द,रामशरण,कैरम बोर्ड,3
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,दादूबास,अनु0जाति,जगदीश,अनाज की बालियां,250,रमेश कुमार,कार,222,28,,,9,सुखपाल,रामदिया,कोट,14
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मानूबासग्रन्ट,अन्य पि0वर्ग महिला,मीना,अनानास,593,सोनिया,कार,277,316,,,1,बबली,मनीराम,अनाज की बालियां,69
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मानूबासग्रन्ट,अन्य पि0वर्ग महिला,मीना,अनानास,593,सोनिया,कार,277,316,,,2,मीना,लियाकत,अनानास,593
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मानूबासग्रन्ट,अन्य पि0वर्ग महिला,मीना,अनानास,593,सोनिया,कार,277,316,,,3,रहीसा,नसीम अहमद,आईस्‍क्रीम,6
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मानूबासग्रन्ट,अन्य पि0वर्ग महिला,मीना,अनानास,593,सोनिया,कार,277,316,,,4,वीरमति,विरेन्‍द्र कुमार,इमली,259
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,मानूबासग्रन्ट,अन्य पि0वर्ग महिला,मीना,अनानास,593,सोनिया,कार,277,316,,,5,सोनिया,राम कुमार,कार,277
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,टकाभरी,अन्य पि0वर्ग महिला,उमा देवी,अनाज की बालियां,311,जमतरी देवी,इमली,271,40,,,1,उमा देवी,यशपाल,अनाज की बालियां,311
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,टकाभरी,अन्य पि0वर्ग महिला,उमा देवी,अनाज की बालियां,311,जमतरी देवी,इमली,271,40,,,2,कुसुम,विक्रम सिंह,अनानास,9
2010,प्रधान (ग्राम पंचायत) ,हरिद्वार,314,1,बहादराबाद,टकाभरी,अन्य पि0वर्ग महिला,उमा देवी,अनाज की बालियां,311,जमतरी देवी,इमली,271,40,,,3,कौशल,जगपाल,आईस्‍क्रीम,12
